python,javascript,html_css,sql,problem_solving,ml_ai,design,networking,devops,communication,role
0.409,0.226,0.09,0.421,0.715,0.015,0.056,1.0,0.783,0.342,Cybersecurity Analyst
0.684,0.785,0.759,0.538,0.684,0.0,0.423,0.502,0.962,0.607,Full Stack Developer
0.131,0.958,1.0,0.207,0.386,0.056,0.746,0.014,0.083,0.594,Frontend Developer
0.411,0.064,0.07,0.758,0.727,0.297,0.072,0.823,0.552,0.293,Cybersecurity Analyst
0.032,0.0,0.022,0.261,0.696,0.088,0.007,0.942,0.545,0.55,Network Engineer
0.938,0.0,0.029,0.918,0.842,0.227,0.15,0.203,0.192,0.189,Backend Developer
0.916,0.498,0.406,0.78,0.778,0.082,0.278,0.218,0.574,0.553,Backend Developer
0.261,0.873,0.907,0.302,0.519,0.207,0.861,0.0,0.224,0.523,Frontend Developer
0.347,0.648,0.21,0.477,0.83,0.152,0.304,0.248,0.549,0.461,QA / Test Engineer
0.562,0.378,0.148,0.383,0.842,0.275,0.0,0.676,0.968,0.41,Cloud Engineer
0.074,0.069,0.529,0.0,0.707,0.165,0.987,0.194,0.082,0.915,UI/UX Designer
0.996,0.0,0.023,0.585,0.963,0.997,0.041,0.033,0.417,0.213,ML Engineer
0.093,0.492,0.841,0.285,0.468,0.069,0.992,0.012,0.006,0.883,UI/UX Designer
0.0,0.878,0.96,0.198,0.529,0.246,0.875,0.327,0.0,0.735,Frontend Developer
0.0,0.0,0.216,0.435,0.633,0.15,0.086,0.962,0.761,0.447,Network Engineer
0.577,0.136,0.119,0.959,0.749,0.052,0.084,0.312,0.296,0.382,Database Administrator
1.0,0.633,0.702,0.73,0.773,0.218,0.924,0.268,0.35,0.501,Full Stack Developer
0.135,0.793,0.885,0.468,0.503,0.076,0.762,0.284,0.238,0.778,Frontend Developer
0.144,0.019,0.0,0.066,0.674,0.015,0.042,1.0,0.452,0.605,Network Engineer
0.689,0.0,0.15,0.199,0.762,0.222,0.139,0.793,0.911,0.505,DevOps Engineer
1.0,0.2,0.16,0.945,0.747,0.339,0.088,0.445,0.688,0.512,Backend Developer
0.98,0.203,0.0,0.823,0.913,0.163,0.12,0.179,0.525,0.311,Backend Developer
0.49,0.242,0.14,0.438,0.575,0.068,0.094,0.812,0.913,0.43,Cloud Engineer
0.403,0.114,0.054,0.998,0.772,0.113,0.013,0.188,0.2,0.621,Database Administrator
1.0,0.041,0.109,0.728,0.844,0.927,0.033,0.0,0.296,0.377,Data Scientist
0.221,0.063,0.072,0.456,0.441,0.03,0.0,0.834,0.363,0.227,System Administrator
0.333,0.881,0.333,0.454,0.542,0.0,0.786,0.095,0.254,0.491,Mobile App Developer
0.273,0.024,0.067,0.541,0.336,0.066,0.061,0.899,0.542,0.482,System Administrator
0.799,0.119,0.034,0.324,0.652,0.011,0.104,0.794,0.611,0.365,System Administrator
0.332,0.089,0.0,0.357,0.952,0.089,0.0,1.0,0.279,0.253,Cybersecurity Analyst
0.373,0.822,0.647,0.423,0.737,0.009,0.43,0.0,0.267,0.68,Mobile App Developer
0.83,0.116,0.073,0.235,0.785,0.059,0.039,0.783,0.988,0.292,DevOps Engineer
0.966,0.007,0.036,0.783,1.0,0.94,0.077,0.143,0.293,0.263,ML Engineer
0.063,0.091,0.721,0.013,0.357,0.013,0.97,0.032,0.053,1.0,UI/UX Designer
0.686,0.775,0.805,0.912,0.862,0.111,0.457,0.175,0.248,0.606,Full Stack Developer
0.064,0.248,0.145,0.362,0.647,0.103,0.174,0.0,0.228,0.699,QA / Test Engineer
0.275,0.077,0.139,0.277,0.71,0.044,0.129,0.102,0.091,0.387,QA / Test Engineer
0.09,0.0,0.066,0.082,0.653,0.037,0.067,0.712,0.741,0.242,Network Engineer
0.679,0.117,0.098,0.0,0.626,0.121,0.077,0.68,0.734,0.826,System Administrator
0.204,0.947,0.834,0.294,0.398,0.045,0.843,0.0,0.334,0.625,Frontend Developer
0.116,0.126,0.0,0.024,0.438,0.036,0.018,0.859,0.477,0.216,System Administrator
0.241,0.019,0.116,0.435,0.748,0.045,0.095,0.894,0.679,0.491,Network Engineer
0.334,0.0,0.013,0.327,0.555,0.032,0.0,0.787,0.747,0.335,System Administrator
0.263,0.0,0.079,0.128,0.709,0.059,0.015,0.801,0.942,0.22,Cloud Engineer
0.451,0.828,0.403,0.349,0.73,0.0,0.749,0.264,0.36,0.53,Mobile App Developer
0.323,0.14,0.039,0.294,0.305,0.0,0.012,0.644,0.21,0.633,Network Engineer
0.244,0.54,0.576,0.387,0.578,0.0,0.49,0.221,0.674,0.279,Full Stack Developer
0.958,0.092,0.0,0.519,0.928,0.937,0.055,0.085,0.339,0.495,ML Engineer
0.433,0.0,0.113,0.81,0.638,0.36,0.071,0.09,0.093,0.765,Data Analyst
0.148,0.093,0.062,0.876,0.45,0.0,0.041,0.298,0.664,0.625,Database Administrator
0.516,0.0,0.131,0.862,0.532,0.112,0.413,0.046,0.191,0.479,Data Analyst
1.0,0.134,0.192,0.823,0.682,0.337,0.6,0.287,0.0,0.868,Data Analyst
0.848,0.485,0.261,1.0,0.804,0.132,0.252,0.749,0.556,0.669,Backend Developer
0.623,0.188,0.079,0.325,0.838,0.113,0.07,0.941,0.089,0.52,Cybersecurity Analyst
0.221,0.056,0.0,0.393,0.577,0.016,0.003,0.565,0.805,0.309,System Administrator
0.832,0.869,0.75,0.859,0.736,0.248,0.839,0.275,0.639,0.628,Full Stack Developer
0.0,1.0,0.204,0.304,0.539,0.018,0.453,0.072,0.109,0.324,Mobile App Developer
0.806,0.681,0.55,0.543,0.708,0.015,0.456,0.174,0.527,0.392,Full Stack Developer
0.201,0.791,0.72,0.18,0.46,0.06,1.0,0.114,0.037,0.906,UI/UX Designer
0.32,0.055,0.006,0.994,0.701,0.055,0.084,0.261,0.184,0.088,Database Administrator
0.295,0.0,0.066,0.455,0.833,0.049,0.083,0.969,0.561,0.767,Network Engineer
0.661,0.395,0.149,0.739,0.805,0.12,0.163,0.804,0.601,0.787,Cybersecurity Analyst
0.853,0.709,0.415,0.236,0.73,0.013,0.106,0.176,0.365,0.653,QA / Test Engineer
0.692,0.042,0.11,0.785,0.761,0.298,0.124,0.757,0.998,0.555,DevOps Engineer
0.379,0.201,0.068,0.14,0.781,0.035,0.023,0.971,0.97,0.251,DevOps Engineer
0.63,0.081,0.157,0.159,0.629,0.025,0.0,0.828,0.873,0.292,DevOps Engineer
0.371,0.0,0.05,0.112,0.548,0.0,0.0,0.449,0.378,0.19,Cybersecurity Analyst
0.502,0.136,0.105,0.301,0.735,0.021,0.053,0.991,0.646,0.87,Network Engineer
0.86,0.419,0.309,0.789,0.854,0.318,0.179,0.623,0.212,0.637,Backend Developer
0.276,0.902,1.0,0.227,0.577,0.171,0.815,0.311,0.528,0.637,Frontend Developer
0.566,0.097,0.0,0.332,0.825,0.065,0.0,0.897,0.9,0.378,Cloud Engineer
0.697,0.274,0.28,0.635,0.729,0.042,0.08,0.08,0.599,0.701,QA / Test Engineer
0.955,0.086,0.062,0.395,1.0,0.968,0.02,0.0,0.144,0.099,ML Engineer
0.599,0.056,0.083,0.915,0.779,0.107,0.0,0.759,0.434,0.402,Database Administrator
0.514,0.369,0.392,0.661,0.769,0.051,0.14,0.06,0.525,0.859,QA / Test Engineer
0.191,0.376,0.501,0.0,0.556,0.009,0.903,0.035,0.0,0.883,UI/UX Designer
0.389,0.027,0.05,0.207,0.78,0.054,0.083,0.966,0.572,0.199,Network Engineer
0.027,0.312,0.815,0.025,0.431,0.016,0.975,0.054,0.008,1.0,UI/UX Designer
0.686,0.804,0.646,0.881,0.736,0.0,0.026,0.367,0.473,0.669,Full Stack Developer
0.245,0.0,0.044,0.106,0.744,0.057,0.098,0.94,0.593,0.472,Network Engineer
0.834,0.173,0.035,0.342,0.911,0.946,0.036,0.064,0.481,0.472,ML Engineer
0.774,0.383,0.095,0.937,0.779,0.093,0.048,0.414,0.328,0.543,Backend Developer
0.657,0.191,0.118,0.618,0.727,0.823,0.0,0.046,0.116,0.675,Data Scientist
0.645,0.213,0.407,0.907,0.808,0.036,0.182,0.896,0.77,0.688,Cybersecurity Analyst
0.846,0.384,0.027,0.981,0.834,0.0,0.062,0.186,0.0,0.567,Backend Developer
0.636,0.082,0.0,0.219,0.792,0.015,0.012,0.687,0.853,0.911,Cloud Engineer
0.504,0.151,0.0,0.926,0.611,0.0,0.392,0.091,0.135,0.764,Data Analyst
0.614,0.066,0.035,0.578,0.647,0.396,0.0,0.061,0.169,0.254,Data Analyst
0.654,0.333,0.348,0.704,0.576,0.0,0.492,0.084,0.597,0.48,Full Stack Developer
0.245,0.0,0.518,0.058,0.259,0.072,0.862,0.193,0.165,0.922,UI/UX Designer
0.342,0.431,0.201,0.555,0.944,0.062,0.034,0.267,0.1,0.93,QA / Test Engineer
1.0,0.76,0.718,0.644,0.703,0.163,0.602,0.06,0.394,0.738,Full Stack Developer
1.0,0.173,0.125,1.0,0.91,0.032,0.232,0.421,0.336,0.176,Backend Developer
0.0,0.913,0.942,0.176,0.378,0.225,0.789,0.0,0.403,0.44,Frontend Developer
0.377,0.124,0.106,0.0,0.783,0.013,0.0,0.081,0.356,0.5,QA / Test Engineer
0.622,0.216,0.079,0.364,0.78,0.0,0.094,0.712,0.8,0.364,DevOps Engineer
0.676,0.067,0.144,0.557,0.793,0.084,0.006,0.702,0.879,0.473,DevOps Engineer
0.187,0.036,0.4,0.333,0.556,0.004,0.0,0.188,0.334,0.472,QA / Test Engineer
0.117,0.507,0.674,0.101,0.685,0.041,0.889,0.057,0.021,0.96,UI/UX Designer
0.583,0.0,0.175,0.403,0.716,0.0,0.008,0.857,0.423,0.468,Cybersecurity Analyst
0.531,0.417,0.231,0.441,0.478,0.037,0.177,0.041,0.381,0.848,QA / Test Engineer
0.93,0.081,0.105,0.61,0.772,0.941,0.257,0.099,0.136,0.421,Data Scientist
0.063,0.292,0.634,0.035,0.737,0.095,0.982,0.062,0.04,0.613,UI/UX Designer
0.111,0.201,0.592,0.005,0.399,0.081,0.945,0.021,0.059,0.88,UI/UX Designer
1.0,0.0,0.06,0.797,0.868,0.957,0.0,0.038,0.106,0.492,Data Scientist
0.649,0.238,0.204,0.971,0.601,0.558,0.628,0.032,0.055,0.884,Data Analyst
0.898,0.448,0.086,0.856,1.0,0.1,0.139,0.543,0.613,0.725,Backend Developer
0.031,0.825,0.247,0.0,0.861,0.094,1.0,0.198,0.161,0.369,Mobile App Developer
0.22,0.0,0.032,0.0,0.664,0.017,0.001,0.637,0.433,0.131,Network Engineer
0.91,0.285,0.031,0.685,0.868,0.028,0.0,0.786,0.76,0.638,DevOps Engineer
0.473,0.127,0.055,0.872,0.915,0.098,0.279,0.052,0.27,0.771,Data Analyst
0.013,0.177,0.023,0.578,0.571,0.076,0.017,0.865,0.497,0.522,System Administrator
0.607,0.058,0.072,0.0,0.74,0.0,0.059,0.659,0.43,0.3,System Administrator
0.617,0.973,0.29,0.439,0.784,0.131,0.583,0.142,0.262,0.579,Mobile App Developer
0.999,0.283,0.154,0.906,0.854,0.069,0.057,0.399,0.354,0.392,Backend Developer
0.577,0.204,0.133,0.434,0.742,0.213,0.216,1.0,0.645,0.859,System Administrator
0.159,0.02,0.029,0.324,0.683,0.019,0.054,0.922,0.528,0.587,Network Engineer
0.183,0.376,0.02,0.082,0.538,0.26,0.117,0.976,0.72,0.921,Network Engineer
0.778,0.0,0.022,0.588,0.74,0.702,0.15,0.188,0.251,0.131,ML Engineer
0.526,0.393,0.0,0.972,0.599,0.203,0.081,0.166,0.074,0.855,Data Analyst
0.488,0.477,0.319,0.122,0.903,0.079,0.097,0.091,0.501,0.726,QA / Test Engineer
0.07,0.179,0.0,0.909,0.706,0.184,0.02,0.263,0.571,0.533,Database Administrator
0.113,0.105,0.0,0.132,0.662,0.015,0.0,0.989,0.737,0.53,Network Engineer
1.0,0.604,0.071,0.917,0.827,0.053,0.0,0.086,0.57,0.545,Backend Developer
0.466,0.0,0.302,0.677,0.808,0.391,0.058,0.716,0.854,0.518,Cloud Engineer
0.521,0.288,0.175,0.453,0.514,0.071,0.112,0.179,0.55,0.592,Backend Developer
0.075,0.135,0.01,0.972,0.687,0.0,0.073,0.272,0.145,0.545,Database Administrator
0.38,0.102,0.015,0.0,0.265,0.06,0.081,0.598,0.314,0.675,Network Engineer
0.673,0.055,0.085,0.409,0.812,0.17,0.035,0.894,0.841,0.464,Cybersecurity Analyst
0.51,0.047,0.352,0.835,0.76,0.505,0.627,0.044,0.258,0.759,Data Analyst
0.143,0.267,0.0,0.279,0.863,0.047,0.186,0.008,0.268,0.48,QA / Test Engineer
0.898,0.341,0.066,0.798,0.78,0.133,0.122,0.167,0.388,0.268,Backend Developer
0.52,0.0,0.104,0.48,0.901,0.082,0.028,0.937,0.473,0.638,Cybersecurity Analyst
0.148,0.038,0.568,0.0,0.316,0.0,0.622,0.0,0.135,0.485,UI/UX Designer
1.0,0.07,0.036,0.818,0.945,0.998,0.004,0.02,0.186,0.344,Data Scientist
0.769,0.107,0.09,0.909,0.593,0.419,0.356,0.068,0.105,0.828,Data Analyst
0.206,0.0,0.015,0.07,0.9,0.015,0.061,1.0,0.367,0.591,Network Engineer
0.731,0.055,0.097,0.301,0.67,0.045,0.053,0.925,0.592,0.367,System Administrator
0.0,0.432,0.811,0.045,0.374,0.0,0.989,0.052,0.048,0.909,UI/UX Designer
0.208,0.901,0.942,0.102,0.435,0.157,0.919,0.084,0.264,0.582,Frontend Developer
0.641,0.294,0.12,0.48,0.873,0.257,0.005,0.833,1.0,0.664,DevOps Engineer
0.116,0.691,0.897,0.573,0.633,0.068,0.592,0.264,0.262,0.665,Mobile App Developer
0.739,0.006,0.138,0.434,0.79,0.126,0.093,0.796,0.902,0.444,Cloud Engineer
0.603,0.929,0.719,0.791,0.739,0.145,0.309,0.328,0.379,0.632,Full Stack Developer
0.035,0.205,0.088,0.617,0.682,0.173,0.137,0.694,0.654,0.8,System Administrator
0.201,0.497,0.466,0.257,0.533,0.147,0.218,0.255,0.434,0.578,Full Stack Developer
0.878,0.138,0.174,0.802,0.784,0.256,0.122,0.553,0.332,0.406,Backend Developer
0.084,0.422,0.853,0.102,0.456,0.118,1.0,0.024,0.03,1.0,UI/UX Designer
0.221,0.711,0.214,0.0,0.648,0.129,0.484,0.045,0.287,0.666,Mobile App Developer
0.978,0.152,0.123,0.805,0.814,0.903,0.102,0.0,0.101,0.482,Data Scientist
1.0,0.0,0.079,0.481,1.0,1.0,0.054,0.046,0.202,0.356,ML Engineer
0.37,0.17,0.08,0.005,0.66,0.074,0.011,0.518,0.519,0.076,Cloud Engineer
0.116,0.396,0.684,0.054,0.222,0.055,0.918,0.085,0.053,0.905,UI/UX Designer
0.64,0.192,0.167,0.515,0.914,0.0,0.059,0.576,0.914,0.596,DevOps Engineer
0.613,0.239,0.081,0.375,0.256,0.087,0.094,0.352,0.787,0.82,Cloud Engineer
0.468,0.019,0.055,0.536,0.843,0.0,0.045,0.777,0.953,0.889,DevOps Engineer
0.0,0.939,1.0,0.075,0.705,0.068,0.725,0.0,0.317,0.569,Frontend Developer
0.464,0.212,0.239,0.919,0.59,0.341,0.081,0.735,0.686,1.0,Database Administrator
0.052,0.849,0.963,0.048,0.471,0.061,0.552,0.068,0.256,0.545,Frontend Developer
0.612,0.231,0.0,0.513,0.696,0.097,0.0,0.659,0.792,0.58,Cloud Engineer
0.326,1.0,0.674,0.268,0.666,0.25,0.975,0.23,0.168,0.78,UI/UX Designer
0.143,0.254,0.084,0.256,0.84,0.133,0.134,0.201,0.352,0.346,QA / Test Engineer
0.808,0.258,0.177,0.616,0.829,0.865,0.118,0.116,0.242,0.597,Data Scientist
0.691,0.158,0.135,1.0,0.609,0.23,0.349,0.087,0.038,0.719,Data Analyst
0.493,0.372,0.337,0.766,0.815,0.168,0.124,0.846,0.631,0.409,Cybersecurity Analyst
1.0,0.667,0.028,0.366,0.632,0.023,0.13,0.075,0.186,0.721,QA / Test Engineer
0.543,0.227,0.217,0.89,0.81,0.153,0.204,0.888,0.371,0.48,Database Administrator
0.765,0.152,0.0,0.377,0.501,0.055,0.0,0.268,0.762,0.211,DevOps Engineer
0.216,0.139,0.047,0.249,0.629,0.121,0.03,0.474,0.513,0.467,System Administrator
0.509,0.016,0.063,1.0,0.8,0.039,0.052,0.521,0.144,0.267,Database Administrator
0.579,0.249,0.127,0.911,0.704,0.467,0.634,0.158,0.015,0.793,Data Analyst
0.0,0.991,0.84,0.155,0.74,0.018,0.733,0.176,0.254,0.436,Mobile App Developer
0.429,0.212,0.325,0.398,0.63,0.013,0.0,0.262,0.189,0.422,QA / Test Engineer
0.259,0.168,0.01,0.234,0.535,0.055,0.069,1.0,0.578,0.702,Network Engineer
0.202,0.279,0.108,0.937,0.674,0.091,0.083,0.371,0.075,0.557,Database Administrator
0.92,0.404,0.0,0.769,0.799,0.133,0.0,0.424,0.393,0.469,Backend Developer
0.759,0.614,0.302,0.782,0.923,0.644,0.164,0.115,0.924,0.564,Backend Developer
0.395,0.018,0.037,0.395,0.73,0.022,0.035,0.754,0.729,0.51,System Administrator
0.929,0.161,0.062,0.537,0.92,0.908,0.182,0.087,0.568,0.576,ML Engineer
0.638,0.342,0.2,0.566,0.941,0.096,0.024,0.978,0.693,0.379,Cybersecurity Analyst
0.734,0.311,0.044,0.862,0.845,0.245,0.115,0.776,0.909,0.582,DevOps Engineer
0.756,0.062,0.055,0.395,0.564,0.381,0.013,0.223,0.079,0.289,Backend Developer
0.543,0.254,0.0,0.439,0.889,0.0,0.0,0.831,0.967,0.641,System Administrator
0.197,0.056,0.113,0.889,0.434,0.392,0.226,0.083,0.081,0.621,Data Analyst
0.089,0.919,0.936,0.399,0.34,0.032,0.676,0.187,0.24,0.857,Frontend Developer
0.668,0.13,0.018,0.001,0.753,0.704,0.0,0.129,0.0,0.0,ML Engineer
0.139,0.416,0.582,0.162,0.477,0.081,0.909,0.0,0.071,0.849,UI/UX Designer
0.876,0.403,0.0,0.914,0.663,0.237,0.123,0.293,0.465,0.766,Backend Developer
0.651,0.097,0.0,0.524,0.743,0.052,0.103,0.952,0.909,0.422,Cloud Engineer
0.657,0.018,0.092,0.53,0.683,0.654,0.115,0.08,0.423,0.192,ML Engineer
0.95,0.062,0.093,0.277,0.935,0.854,0.0,0.177,0.712,0.316,ML Engineer
0.437,0.249,0.263,0.221,0.712,0.0,0.026,0.094,0.225,0.967,QA / Test Engineer
0.709,0.124,0.115,0.549,1.0,0.026,0.028,0.856,0.898,0.334,Cloud Engineer
0.974,0.732,0.793,0.658,0.665,0.007,0.697,0.443,0.589,0.501,Full Stack Developer
0.619,0.095,0.045,0.573,0.8,0.057,0.034,0.492,1.0,0.343,DevOps Engineer
0.767,0.088,0.0,1.0,0.772,0.339,0.091,0.144,0.195,0.541,Backend Developer
0.825,0.84,0.711,0.349,0.888,0.0,0.39,0.14,0.362,0.33,Full Stack Developer
0.926,0.492,0.2,0.806,0.851,0.131,0.15,0.188,0.325,0.272,Backend Developer
0.359,0.0,0.055,0.324,0.68,0.002,0.015,0.388,0.683,0.35,System Administrator
0.29,0.193,0.0,0.992,0.682,0.168,0.048,0.359,0.438,0.316,Database Administrator
0.235,0.399,0.348,0.369,0.758,0.09,0.174,0.112,0.238,0.709,QA / Test Engineer
0.982,0.0,0.129,0.799,0.947,0.981,0.057,0.016,0.072,0.402,Data Scientist
0.645,0.178,0.0,0.514,0.801,0.043,0.001,0.794,0.961,0.583,Cloud Engineer
0.934,0.052,0.071,0.374,0.87,0.861,0.011,0.044,0.593,0.279,ML Engineer
0.632,0.191,0.0,0.569,0.858,0.703,0.065,0.161,0.21,0.649,Data Scientist
0.682,0.972,0.761,0.698,0.77,0.108,0.767,0.349,0.389,0.716,Full Stack Developer
0.034,0.427,0.704,0.199,0.375,0.052,0.992,0.031,0.013,0.828,UI/UX Designer
0.0,0.921,0.988,0.174,0.611,0.109,0.79,0.0,0.191,0.385,Frontend Developer
0.288,0.137,0.105,0.237,0.86,0.145,0.022,0.956,0.152,0.297,Cybersecurity Analyst
0.312,0.203,0.0,0.377,0.699,0.0,0.058,1.0,0.483,0.583,Network Engineer
0.504,0.096,0.013,0.182,0.689,0.139,0.035,0.984,0.681,0.27,Network Engineer
0.289,0.104,0.094,0.0,0.272,0.162,0.223,0.088,0.064,0.733,Mobile App Developer
0.551,0.036,0.089,0.214,0.721,0.018,0.048,0.933,0.858,0.493,Cloud Engineer
0.608,0.215,0.12,0.78,0.625,0.066,0.089,0.143,0.004,0.705,Backend Developer
0.58,0.144,0.09,0.31,0.752,0.011,0.012,0.84,0.79,0.563,Cloud Engineer
0.152,0.128,0.106,0.204,0.744,0.046,0.0,0.944,0.425,0.541,Network Engineer
0.213,0.288,0.809,0.153,0.277,0.2,0.974,0.119,0.228,0.701,UI/UX Designer
0.77,0.015,0.055,0.313,0.668,0.072,0.063,0.886,0.885,0.543,System Administrator
0.0,0.621,0.438,0.039,0.539,0.027,0.651,0.0,0.0,0.651,UI/UX Designer
0.855,0.184,0.181,0.891,0.878,0.88,0.368,0.182,0.177,0.728,Data Analyst
0.175,0.904,0.958,0.221,0.588,0.093,0.68,0.058,0.128,0.7,Frontend Developer
0.712,0.266,0.075,0.61,0.617,0.248,0.2,0.239,0.334,0.154,Backend Developer
0.95,0.832,0.836,0.721,0.772,0.0,0.544,0.034,0.523,0.627,Mobile App Developer
0.224,0.099,0.025,0.05,0.569,0.083,0.107,0.931,0.288,0.537,Network Engineer
0.162,0.914,0.539,0.402,0.685,0.015,0.438,0.041,0.256,0.798,Mobile App Developer
1.0,0.671,0.054,0.814,0.809,0.148,0.183,0.589,1.0,0.628,Backend Developer
0.467,0.527,0.4,0.546,0.552,0.073,0.303,0.241,0.087,0.562,Full Stack Developer
0.905,0.829,0.574,0.774,0.777,0.0,0.925,0.082,0.527,0.547,Full Stack Developer
0.18,0.069,0.018,0.267,0.591,0.014,0.119,0.933,0.622,0.5,Network Engineer
0.986,0.237,0.167,0.774,0.767,0.198,0.111,0.319,0.825,0.469,Backend Developer
0.427,0.154,0.043,0.999,0.629,0.087,0.014,0.18,0.249,0.269,Database Administrator
0.525,0.289,0.118,0.221,0.774,0.005,0.141,0.126,0.249,0.699,QA / Test Engineer
0.996,0.266,0.0,0.864,0.899,0.945,0.0,0.019,0.245,0.557,Data Scientist
0.348,0.008,0.056,0.378,0.63,0.015,0.073,0.834,0.172,0.43,System Administrator
0.627,0.107,0.0,0.413,0.844,0.064,0.049,0.929,0.849,0.496,System Administrator
0.919,0.034,0.051,0.976,0.797,0.654,0.31,0.012,0.072,0.815,Data Analyst
0.984,0.227,0.074,0.61,0.939,0.856,0.119,0.176,0.24,0.7,Data Scientist
0.455,0.155,0.116,0.888,0.583,0.57,0.194,0.013,0.021,0.674,Data Analyst
0.176,0.036,0.036,0.342,0.858,0.054,0.0,0.998,0.264,0.632,Network Engineer
0.156,0.027,0.663,0.163,0.44,0.096,0.943,0.105,0.059,0.998,UI/UX Designer
0.77,0.284,0.0,0.365,0.869,0.019,0.161,0.761,0.884,0.593,Cloud Engineer
0.358,0.155,0.024,0.895,0.721,0.044,0.048,0.338,0.179,0.401,Database Administrator
0.213,0.018,0.032,0.093,0.497,0.008,0.037,0.974,0.368,0.292,Network Engineer
0.885,0.168,0.108,0.518,0.845,0.091,0.0,0.942,1.0,0.554,Cloud Engineer
0.504,0.0,0.21,0.766,0.9,0.24,0.221,0.096,0.075,0.513,Data Analyst
0.501,0.009,0.092,0.245,0.896,0.0,0.0,0.992,0.185,0.074,Cybersecurity Analyst
0.375,0.0,0.035,0.334,0.8,0.08,0.0,0.858,0.615,0.546,System Administrator
0.772,0.026,0.045,0.721,0.662,0.452,0.464,0.094,0.104,0.757,Data Analyst
0.283,0.133,0.124,0.564,0.671,0.0,0.008,0.618,0.717,0.623,DevOps Engineer
0.0,0.584,0.0,0.765,0.463,0.028,0.534,0.0,0.15,0.494,Mobile App Developer
0.777,0.916,0.934,0.572,0.718,0.365,0.119,0.353,0.084,0.527,Full Stack Developer
0.964,0.199,0.228,0.453,0.848,0.984,0.265,0.179,0.451,0.51,ML Engineer
0.109,0.521,0.914,0.109,0.478,0.025,0.913,0.059,0.089,0.767,UI/UX Designer
0.423,0.0,0.019,0.296,0.883,0.183,0.002,0.857,0.942,0.197,Cloud Engineer
0.501,0.088,0.063,0.195,0.693,0.269,0.0,0.753,0.878,0.461,DevOps Engineer
0.325,0.851,0.915,0.094,0.696,0.192,0.785,0.0,0.19,0.464,Frontend Developer
0.234,0.056,0.024,0.462,0.614,0.0,0.019,0.724,0.692,0.722,System Administrator
0.658,0.072,0.109,0.178,0.753,0.064,0.102,0.7,0.746,0.289,System Administrator
0.519,0.755,0.682,0.387,0.625,0.006,0.651,0.179,0.243,0.477,Mobile App Developer
0.992,0.092,0.029,0.439,0.95,0.948,0.007,0.136,0.492,0.379,ML Engineer
0.693,0.83,0.227,0.409,0.612,0.039,0.131,0.0,0.463,0.71,QA / Test Engineer
0.979,0.195,0.067,0.269,0.878,0.884,0.044,0.075,0.001,0.599,ML Engineer
0.191,0.962,0.891,0.239,0.616,0.0,0.56,0.0,0.133,0.58,Frontend Developer
0.239,0.748,0.396,0.054,0.527,0.023,0.407,0.063,0.23,0.4,Mobile App Developer
0.362,0.787,0.855,0.311,0.664,0.0,0.783,0.258,0.408,0.692,Mobile App Developer
0.525,0.234,0.074,0.379,0.76,0.063,0.067,0.985,0.641,0.358,Cybersecurity Analyst
0.922,0.0,0.0,0.732,0.907,0.95,0.12,0.229,0.275,0.601,Data Scientist
1.0,0.357,0.133,0.898,1.0,1.0,0.178,0.096,0.039,0.77,Data Scientist
0.525,0.792,0.831,0.575,0.77,0.125,0.552,0.132,0.275,0.567,Mobile App Developer
0.0,0.064,0.015,0.152,0.479,0.008,0.0,0.721,0.226,0.064,Network Engineer
0.487,0.0,0.023,0.913,0.683,0.0,0.075,0.621,0.324,0.403,Database Administrator
0.455,0.117,0.069,0.367,0.923,0.058,0.052,0.793,0.956,0.105,DevOps Engineer
0.251,0.398,0.574,0.199,0.245,0.051,0.584,0.0,0.044,0.247,Mobile App Developer
0.0,0.402,0.634,0.009,0.392,0.03,0.608,0.0,0.057,0.577,UI/UX Designer
0.648,0.189,0.073,0.634,0.744,0.157,0.035,0.79,0.837,0.391,Cloud Engineer
0.395,0.087,0.07,0.996,0.825,0.016,0.084,0.291,0.255,0.23,Database Administrator
0.341,0.0,0.102,0.324,0.457,0.0,0.01,0.705,0.556,0.927,Cloud Engineer
0.674,0.18,0.076,0.226,1.0,0.163,0.0,1.0,0.315,0.554,Cybersecurity Analyst
0.707,1.0,0.681,0.527,0.761,0.121,0.438,0.0,0.469,0.649,QA / Test Engineer
0.857,0.241,0.036,0.897,1.0,0.177,0.018,0.393,0.511,0.318,Backend Developer
0.833,0.238,0.43,0.398,0.757,0.003,0.0,0.175,0.535,0.386,QA / Test Engineer
0.544,0.16,0.056,0.479,0.74,0.063,0.06,0.553,0.819,0.514,System Administrator
0.856,0.033,0.053,0.564,0.893,0.976,0.045,0.059,0.372,0.52,ML Engineer
0.448,0.221,0.103,0.197,0.929,0.0,0.035,0.726,0.996,0.106,DevOps Engineer
0.249,0.077,0.01,0.96,0.81,0.055,0.0,0.194,0.157,0.262,Database Administrator
0.355,0.102,0.141,0.916,0.552,0.107,0.495,0.034,0.206,0.703,Data Analyst
0.135,0.0,0.0,0.301,0.682,0.064,0.056,0.812,0.7,0.228,System Administrator
0.906,0.107,0.148,0.728,0.81,0.765,0.222,0.022,0.248,0.841,Data Scientist
0.132,0.782,0.322,0.378,0.816,0.033,0.746,0.011,0.323,0.948,Mobile App Developer
0.677,0.191,0.0,0.4,0.715,0.157,0.113,0.937,0.36,0.534,Network Engineer
